GameID,TeamAbbreviation,Agent
266,"['FB', 'FB', 'FB', 'FB', 'FB', 'WP', 'WP', 'WP', 'WP', 'WP']","['phoenix', 'jett', 'sage', 'sova', 'brimstone', 'cypher', 'sova', 'sage', 'breach', 'brimstone']"
267,"['C123', 'C123', 'C123', 'C123', 'C123', 'NES', 'NES', 'NES', 'NES']","['reyna', 'omen', 'phoenix', 'breach', 'omen', 'cypher', 'omen', 'jett', 'raze']"
268,"['C123', 'C123', 'C123', 'C123', 'C123', 'NES', 'NES', 'NES', 'NES']","['phoenix', 'reyna', 'omen', 'omen', 'breach', 'jett', 'cypher', 'omen', 'raze']"
269,"['C123', 'C123', 'C123', 'C123', 'C123', 'NES', 'NES', 'NES', 'NES']","['reyna', 'omen', 'phoenix', 'omen', 'breach', 'jett', 'raze', 'cypher', 'omen']"
270,"['WP', 'WP', 'WP', 'WP', 'WP', 'C123', 'C123', 'C123', 'C123', 'C123']","['sage', 'raze', 'cypher', 'brimstone', 'breach', 'jett', 'breach', 'phoenix', 'sage', 'brimstone']"
271,"['WP', 'WP', 'WP', 'WP', 'WP', 'C123', 'C123', 'C123', 'C123', 'C123']","['sova', 'sage', 'brimstone', 'cypher', 'breach', 'jett', 'sage', 'brimstone', 'breach', 'phoenix']"
273,"['Simp', 'Simp', 'Simp', 'Simp', 'Simp', 'aL', 'aL', 'aL', 'aL', 'aL']","['raze', 'cypher', 'breach', 'sage', 'sova', 'raze', 'sage', 'brimstone', 'breach', 'viper']"
274,"['Simp', 'Simp', 'Simp', 'Simp', 'Simp', 'aL', 'aL', 'aL', 'aL', 'aL']","['sova', 'cypher', 'breach', 'phoenix', 'raze', 'brimstone', 'sage', 'reyna', 'viper', 'cypher']"
275,"['Simp', 'Simp', 'Simp', 'Simp', 'Simp', 'aL', 'aL', 'aL', 'aL', 'aL']","['sage', 'cypher', 'raze', 'sova', 'breach', 'breach', 'raze', 'sage', 'cypher', 'brimstone']"
297,"['PP', 'PP', 'PP', 'PP', 'PP', 'Ferr', 'Ferr', 'Ferr', 'Ferr', 'Ferr']","['sova', 'sage', 'cypher', 'brimstone', 'breach', 'cypher', 'sova', 'omen', 'phoenix', 'raze']"
298,"['PP', 'PP', 'PP', 'PP', 'PP', 'Ferr', 'Ferr', 'Ferr', 'Ferr']","['sova', 'brimstone', 'cypher', 'sage', 'breach', 'omen', 'sova', 'raze', 'cypher']"
299,"['PP', 'PP', 'PP', 'PP', 'PP', 'Ferr', 'Ferr', 'Ferr', 'Ferr']","['brimstone', 'cypher', 'sova', 'sage', 'breach', 'cypher', 'raze', 'sova', 'omen']"
339,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['jett', 'reyna', 'brimstone', 'cypher', 'sage', 'sage', 'sova', 'cypher', 'brimstone', 'breach']"
340,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['reyna', 'jett', 'brimstone', 'sage', 'cypher', 'sage', 'reyna', 'brimstone', 'cypher', 'jett']"
351,"['NIP', 'NIP', 'NIP', 'NIP', 'NIP', 'Inet']","['reyna', 'sova', 'raze', 'sage', 'cypher', 'sage']"
352,"['NIP', 'NIP', 'NIP', 'NIP', 'NIP', 'Inet']","['reyna', 'jett', 'sage', 'cypher', 'sova', 'sage']"
357,"['Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['cypher', 'raze', 'breach', 'omen', 'sova', 'breach']"
358,"['Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['sova', 'cypher', 'breach', 'raze', 'omen', 'breach']"
359,"['Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['cypher', 'breach', 'sova', 'raze', 'omen', 'breach']"
391,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'MND', 'MND', 'MND', 'MND', 'MND']","['phoenix', 'jett', 'sage', 'brimstone', 'omen', 'brimstone', 'raze', 'breach', 'cypher', 'sage']"
392,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'MND', 'MND', 'MND', 'MND', 'MND']","['brimstone', 'jett', 'phoenix', 'sage', 'omen', 'raze', 'sage', 'cypher', 'phoenix', 'reyna']"
394,"['T1', 'T1', 'T1', 'T1', 'T1', 'STS', 'STS', 'STS', 'STS', 'STS']","['cypher', 'breach', 'reyna', 'omen', 'sage', 'raze', 'sova', 'reyna', 'omen', 'sage']"
395,"['T1', 'T1', 'T1', 'T1', 'T1', 'STS', 'STS', 'STS', 'STS', 'STS']","['reyna', 'breach', 'cypher', 'omen', 'sage', 'reyna', 'raze', 'brimstone', 'sage', 'sova']"
397,"['DC', 'DC', 'DC']","['jett', 'sova', 'brimstone']"
398,"['DC', 'DC', 'DC']","['brimstone', 'sage', 'sova']"
400,"['WP', 'WP', 'WP', 'WP', 'WP', 'HyP']","['sage', 'sova', 'cypher', 'brimstone', 'breach', 'reyna']"
401,"['WP', 'WP', 'WP', 'WP', 'WP', 'HyP']","['breach', 'brimstone', 'sage', 'cypher', 'sova', 'reyna']"
412,"['WP', 'WP', 'WP', 'WP', 'WP']","['cypher', 'sage', 'brimstone', 'sova', 'breach']"
413,"['WP', 'WP', 'WP', 'WP', 'WP']","['breach', 'cypher', 'sage', 'sova', 'brimstone']"
418,"['forZ', 'forZ', 'forZ', 'forZ', 'forZ']","['breach', 'brimstone', 'phoenix', 'cypher', 'sage']"
419,"['forZ', 'forZ', 'forZ', 'forZ', 'forZ']","['cypher', 'phoenix', 'brimstone', 'breach', 'sage']"
424,"['PP', 'PP', 'PP', 'PP', 'PP', 'forZ', 'forZ', 'forZ', 'forZ', 'forZ']","['raze', 'brimstone', 'breach', 'sage', 'cypher', 'breach', 'phoenix', 'cypher', 'sage', 'brimstone']"
425,"['PP', 'PP', 'PP', 'PP', 'PP', 'forZ', 'forZ', 'forZ', 'forZ', 'forZ']","['sage', 'brimstone', 'breach', 'cypher', 'sova', 'phoenix', 'breach', 'sage', 'brimstone', 'cypher']"
430,"['PP', 'PP', 'PP', 'PP', 'PP']","['raze', 'brimstone', 'sage', 'breach', 'cypher']"
431,"['PP', 'PP', 'PP', 'PP', 'PP']","['raze', 'breach', 'sage', 'brimstone', 'cypher']"
433,"['123', '123', '123', '123', '123']","['brimstone', 'breach', 'sage', 'cypher', 'raze']"
434,"['123', '123', '123', '123', '123']","['brimstone', 'sage', 'reyna', 'cypher', 'breach']"
457,"['SFCS', 'SFCS', 'SFCS', 'SFCS', 'SFCS', 'FB', 'FB', 'FB', 'FB', 'FB']","['breach', 'sage', 'brimstone', 'cypher', 'sova', 'jett', 'reyna', 'brimstone', 'sage', 'sova']"
458,"['SFCS', 'SFCS', 'SFCS', 'SFCS', 'SFCS', 'FB', 'FB', 'FB', 'FB', 'FB']","['brimstone', 'raze', 'sage', 'sova', 'cypher', 'phoenix', 'brimstone', 'cypher', 'jett', 'sage']"
459,"['SFCS', 'SFCS', 'SFCS', 'SFCS', 'SFCS', 'FB', 'FB', 'FB', 'FB', 'FB']","['omen', 'brimstone', 'sage', 'breach', 'sova', 'sage', 'reyna', 'jett', 'brimstone', 'sova']"
460,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', 'WP', 'WP', 'WP', 'WP', 'WP']","['cypher', 'raze', 'sage', 'brimstone', 'jett', 'breach', 'sage', 'sova', 'brimstone', 'cypher']"
461,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', 'WP', 'WP', 'WP', 'WP', 'WP']","['raze', 'jett', 'sage', 'brimstone', 'cypher', 'brimstone', 'breach', 'sova', 'cypher', 'sage']"
462,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', 'WP', 'WP', 'WP', 'WP', 'WP']","['raze', 'sage', 'cypher', 'jett', 'brimstone', 'cypher', 'raze', 'breach', 'brimstone', 'sage']"
482,"['VLK', 'VLK', 'VLK', 'VLK', 'VLK']","['viper', 'sage', 'reyna', 'breach', 'brimstone']"
485,"['123', '123', '123', '123', '123']","['sage', 'raze', 'cypher', 'breach', 'sova']"
487,"['VLK', 'VLK', 'VLK', 'VLK', 'VLK']","['sage', 'viper', 'reyna', 'brimstone', 'breach']"
490,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', 'ZER', 'ZER', 'ZER', 'ZER', 'ZER']","['reyna', 'sova', 'sage', 'brimstone', 'cypher', 'reyna', 'jett', 'raze', 'breach', 'cypher']"
496,"['Wash', 'Wash', 'Wash', 'Wash', 'Wash', 'BLA', 'BLA', 'BLA', 'BLA', 'BLA']","['brimstone', 'sage', 'breach', 'phoenix', 'cypher', 'raze', 'reyna', 'sage', 'sova', 'brimstone']"
498,"['NIP', 'NIP', 'NIP', 'NIP', 'NIP', 'BLA', 'BLA', 'BLA', 'BLA', 'BLA']","['raze', 'reyna', 'sage', 'sova', 'cypher', 'cypher', 'raze', 'brimstone', 'sova', 'reyna']"
501,"['BLA', 'BLA', 'BLA', 'BLA', 'BLA', 'IMP', 'IMP', 'IMP', 'IMP', 'IMP']","['reyna', 'raze', 'sova', 'sage', 'brimstone', 'phoenix', 'sage', 'reyna', 'raze', 'brimstone']"
502,"['123', '123', '123', '123', '123', 'VLK', 'VLK', 'VLK', 'VLK', 'VLK']","['cypher', 'reyna', 'sova', 'breach', 'sage', 'viper', 'sage', 'raze', 'brimstone', 'breach']"
503,"['NIP', 'NIP', 'NIP', 'NIP', 'NIP', 'SOL', 'SOL', 'SOL', 'SOL', 'SOL']","['jett', 'reyna', 'sova', 'sage', 'cypher', 'jett', 'raze', 'sage', 'omen', 'cypher']"
507,"['NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'GAM', 'GAM', 'GAM', 'GAM', 'GAM']","['raze', 'viper', 'brimstone', 'cypher', 'sage', 'raze', 'sage', 'cypher', 'jett', 'cypher']"
508,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['cypher', 'raze', 'omen', 'sage', 'sage', 'reyna', 'brimstone', 'cypher', 'sage', 'jett']"
509,"['NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'NKY']","['raze', 'reyna', 'cypher', 'sage', 'brimstone', 'reyna', 'sage', 'cypher', 'jett', 'brimstone']"
510,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'GAM', 'GAM', 'GAM', 'GAM', 'GAM']","['omen', 'sage', 'cypher', 'raze', 'sage', 'raze', 'cypher', 'cypher', 'sage', 'jett']"
511,"['NKY', 'NKY', 'NKY', 'NKY', 'NKY', 'FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['brimstone', 'cypher', 'raze', 'sage', 'reyna', 'omen', 'raze', 'sage', 'cypher', 'sova']"
512,"['GAM', 'GAM', 'GAM', 'GAM', 'GAM']","['reyna', 'jett', 'sage', 'brimstone', 'cypher', 'raze', 'jett', 'cypher', 'cypher', 'sage']"
519,"['LOT', 'LOT', 'LOT', 'LOT', 'LOT']","['raze', 'phoenix', 'sage', 'cypher', 'brimstone']"
524,"['DC', 'DC', 'DC', 'DC', 'DC']","['reyna', 'sage', 'cypher', 'sova', 'sage']"
527,"['Team', 'Team', 'Team', 'Team', 'Team']","['sova', 'jett', 'cypher', 'breach', 'sage']"
528,"['DC', 'DC', 'DC', 'DC', 'DC', 'Team', 'Team', 'Team', 'Team', 'Team']","['sova', 'reyna', 'sage', 'jett', 'cypher', 'sova', 'jett', 'sage', 'cypher', 'breach']"
529,"['WTC', 'WTC', 'WTC', 'WTC', 'WTC']","['jett', 'raze', 'cypher', 'brimstone', 'sage']"
530,"['123', '123', '123', '123', '123', 'NIP', 'NIP', 'NIP', 'NIP', 'NIP']","['cypher', 'breach', 'sage', 'reyna', 'sova', 'jett', 'reyna', 'sova', 'cypher', 'sage']"
531,"['123', '123', '123', '123', '123', 'NIP', 'NIP', 'NIP', 'NIP', 'NIP']","['raze', 'cypher', 'breach', 'sage', 'brimstone', 'raze', 'reyna', 'sage', 'sova', 'cypher']"
537,"['WTC', 'WTC', 'WTC', 'WTC', 'WTC', 'LOT', 'LOT', 'LOT', 'LOT', 'LOT']","['jett', 'raze', 'sage', 'brimstone', 'cypher', 'raze', 'sage', 'phoenix', 'brimstone', 'cypher']"
539,"['WP', 'WP', 'WP', 'WP', 'WP', 'DC', 'DC', 'DC', 'DC', 'DC']","['brimstone', 'sage', 'raze', 'breach', 'cypher', 'sova', 'reyna', 'brimstone', 'sage', 'cypher']"
572,"['JF', 'JF', 'JF', 'JF', 'JF', 'ASC', 'ASC', 'ASC', 'JF', 'ASC']","['brimstone', 'breach', 'sage', 'raze', 'sova', 'raze', 'reyna', 'sova', 'phoenix', 'brimstone']"
589,"['SAB', 'SAB', 'SAB', 'SAB', 'SAB', 'CLU', 'CLU', 'CLU', 'CLU', 'CLU']","['jett', 'sage', 'brimstone', 'cypher', 'reyna', 'jett', 'sage', 'cypher', 'brimstone', 'raze']"
590,"['KEN', 'KEN', 'KEN', 'KEN', 'KEN', 'YMT', 'YMT', 'YMT', 'YMT', 'YMT']","['cypher', 'raze', 'breach', 'brimstone', 'sage', 'raze', 'cypher', 'omen', 'sage', 'brimstone']"
591,"['SAB', 'SAB', 'SAB', 'SAB', 'SAB', 'YMT', 'YMT', 'YMT', 'YMT', 'YMT']","['jett', 'brimstone', 'cypher', 'reyna', 'sage', 'raze', 'omen', 'cypher', 'brimstone', 'sage']"
592,"['KEN', 'KEN', 'KEN', 'KEN', 'KEN', 'CLU', 'CLU', 'CLU', 'CLU', 'CLU']","['sova', 'reyna', 'breach', 'sage', 'brimstone', 'jett', 'cypher', 'brimstone', 'sage', 'raze']"
593,"['SAB', 'SAB', 'SAB', 'SAB', 'SAB', 'KEN', 'KEN', 'KEN', 'KEN', 'KEN']","['brimstone', 'cypher', 'sage', 'reyna', 'jett', 'sova', 'breach', 'raze', 'brimstone', 'sage']"
594,"['YMT', 'YMT', 'YMT', 'YMT', 'YMT', 'CLU', 'CLU', 'CLU', 'CLU', 'CLU']","['raze', 'sage', 'omen', 'brimstone', 'jett', 'brimstone', 'jett', 'reyna', 'sage', 'cypher']"
600,"['Demi', 'Demi', 'Demi', 'Demi', 'Demi', 'GODS', 'GODS', 'GODS', 'GODS', 'GODS']","['raze', 'reyna', 'sage', 'cypher', 'omen', 'sova', 'reyna', 'cypher', 'brimstone', 'sage']"
603,"['123', '123', '123', '123', '123', 'Demi', 'Demi', 'Demi', 'Demi', 'Demi']","['cypher', 'reyna', 'sage', 'breach', 'jett', 'jett', 'brimstone', 'sage', 'breach', 'cypher']"
604,"['123', '123', '123', '123', '123', 'Demi', 'Demi', 'Demi', 'Demi', 'Demi']","['sage', 'cypher', 'sova', 'brimstone', 'raze', 'raze', 'sage', 'sova', 'cypher', 'brimstone']"
605,"['123', '123', '123', '123', '123', 'Demi', 'Demi', 'Demi', 'Demi', 'Demi']","['breach', 'raze', 'cypher', 'brimstone', 'sage', 'raze', 'brimstone', 'sage', 'cypher', 'breach']"
618,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'SEEK', 'SEEK', 'SEEK', 'SEEK', 'SEEK']","['jett', 'sage', 'phoenix', 'brimstone', 'cypher', 'cypher', 'raze', 'reyna', 'sage', 'brimstone']"
619,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'SEEK', 'SEEK', 'SEEK', 'SEEK', 'SEEK']","['phoenix', 'brimstone', 'cypher', 'jett', 'sage', 'cypher', 'raze', 'brimstone', 'jett', 'reyna']"
624,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'RUG', 'RUG', 'RUG', 'RUG', 'RUG']","['brimstone', 'jett', 'cypher', 'sage', 'phoenix', 'sage', 'cypher', 'brimstone', 'raze', 'breach']"
625,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'RUG', 'RUG', 'RUG', 'RUG', 'RUG']","['phoenix', 'cypher', 'sova', 'brimstone', 'sage', 'reyna', 'sage', 'breach', 'cypher', 'omen']"
626,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'RUG', 'RUG', 'RUG', 'RUG', 'RUG']","['jett', 'brimstone', 'sage', 'cypher', 'phoenix', 'brimstone', 'sage', 'breach', 'cypher', 'raze']"
628,"['123', '123', '123', '123', '123']","['cypher', 'brimstone', 'sage', 'breach', 'raze']"
629,"['123', '123', '123', '123', '123']","['cypher', 'brimstone', 'sage', 'breach', 'reyna']"
642,"['HyP', 'HyP', 'HyP', 'HyP', 'HyP', '123', '123', '123', '123', '123']","['cypher', 'omen', 'sage', 'sova', 'reyna', 'jett', 'sage', 'cypher', 'omen', 'raze']"
643,"['HyP', 'HyP', 'HyP', 'HyP', 'HyP', '123', '123', '123', '123', '123']","['omen', 'reyna', 'sage', 'sova', 'cypher', 'jett', 'raze', 'cypher', 'sage', 'omen']"
697,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM']","['brimstone', 'jett', 'phoenix', 'sage', 'cypher']"
699,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM']","['phoenix', 'brimstone', 'jett', 'sage', 'cypher']"
700,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM']","['phoenix', 'jett', 'brimstone', 'cypher', 'sage']"
701,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM']","['brimstone', 'jett', 'sage', 'phoenix', 'cypher']"
706,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['raze', 'brimstone', 'sage', 'cypher', 'sova', 'jett', 'reyna', 'sage', 'cypher', 'brimstone']"
707,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['raze', 'sova', 'cypher', 'sage', 'omen', 'jett', 'sage', 'brimstone', 'cypher', 'breach']"
708,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['raze', 'sage', 'cypher', 'omen', 'sova', 'jett', 'brimstone', 'cypher', 'reyna', 'sage']"
712,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'Roya', 'Roya', 'Roya', 'Roya', 'Roya']","['raze', 'sage', 'omen', 'sova', 'cypher', 'cypher', 'sage', 'omen', 'reyna', 'sova']"
713,"['FABR', 'FABR', 'FABR', 'FABR', 'FABR', 'Roya', 'Roya', 'Roya', 'Roya', 'Roya']","['raze', 'omen', 'sova', 'sage', 'cypher', 'omen', 'reyna', 'sova', 'sage', 'cypher']"
715,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', '2G4L', '2G4L', '2G4L', '2G4L', '2G4L']","['reyna', 'sova', 'sage', 'jett', 'cypher', 'raze', 'cypher', 'breach', 'brimstone', 'sage']"
716,"['Prod', 'Prod', 'Prod', 'Prod', 'Prod', '2G4L', '2G4L', '2G4L', '2G4L', '2G4L']","['reyna', 'viper', 'cypher', 'sage', 'sova', 'raze', 'brimstone', 'breach', 'sage', 'cypher']"
718,"['2G4L', '2G4L', '2G4L', 'FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['raze', 'breach', 'omen', 'breach', 'omen', 'raze', 'sova', 'cypher']"
719,"['2G4L', '2G4L', '2G4L', 'FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['raze', 'omen', 'omen', 'sova', 'raze', 'omen', 'breach', 'cypher']"
720,"['2G4L', '2G4L', '2G4L', 'FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['raze', 'omen', 'omen', 'raze', 'cypher', 'omen', 'sova', 'breach']"
721,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', 'Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['reyna', 'cypher', 'omen', 'sage', 'sova', 'reyna', 'sage', 'jett', 'brimstone', 'cypher']"
722,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', 'Prod', 'Prod', 'Prod', 'Prod', 'Prod']","['sage', 'cypher', 'reyna', 'sova', 'omen', 'reyna', 'cypher', 'jett', 'brimstone', 'sage']"
775,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'C7', 'C7', 'C7', 'C7', 'C7']","['cypher', 'omen', 'raze', 'sova', 'killjoy', 'jett', 'omen', 'sova', 'sova', 'omen']"
776,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'C7', 'C7', 'C7', 'C7', 'C7']","['raze', 'cypher', 'killjoy', 'omen', 'sova', 'omen', 'sova', 'jett', 'omen', 'sova']"
778,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'CN', 'CN', 'CN', 'CN', 'CN']","['cypher', 'omen', 'cypher', 'jett', 'sage', 'cypher', 'jett', 'sova', 'cypher', 'sova']"
779,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'CN', 'CN', 'CN', 'CN', 'CN']","['omen', 'cypher', 'jett', 'cypher', 'sage', 'jett', 'cypher', 'cypher', 'sova', 'sova']"
780,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'CN', 'CN', 'CN', 'CN', 'CN']","['cypher', 'jett', 'cypher', 'omen', 'sage', 'sova', 'jett', 'cypher', 'sova', 'cypher']"
781,"['C9', 'C9', 'C9', 'C9', 'C9', 'MIXU', 'MIXU', 'MIXU', 'MIXU']","['jett', 'raze', 'cypher', 'sage', 'omen', 'cypher', 'omen', 'brimstone', 'sova']"
782,"['C9', 'C9', 'C9', 'C9', 'C9', 'MIXU', 'MIXU', 'MIXU', 'MIXU']","['jett', 'raze', 'omen', 'sage', 'cypher', 'cypher', 'omen', 'sova', 'brimstone']"
783,"['C9', 'C9', 'C9', 'C9', 'C9', 'MIXU', 'MIXU', 'MIXU', 'MIXU']","['jett', 'raze', 'cypher', 'omen', 'sage', 'cypher', 'brimstone', 'omen', 'sova']"
784,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'IMT', 'IMT', 'IMT', 'IMT', 'IMT']","['jett', 'phoenix', 'cypher', 'phoenix', 'omen', 'cypher', 'omen', 'raze', 'sova', 'killjoy']"
785,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'IMT', 'IMT', 'IMT', 'IMT', 'IMT']","['phoenix', 'omen', 'jett', 'omen', 'cypher', 'sova', 'raze', 'omen', 'killjoy', 'cypher']"
790,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'C9', 'C9', 'C9', 'C9', 'C9']","['jett', 'omen', 'phoenix', 'cypher', 'omen', 'jett', 'sage', 'raze', 'omen', 'cypher']"
791,"['TSM', 'TSM', 'TSM', 'TSM', 'TSM', 'C9', 'C9', 'C9', 'C9', 'C9']","['omen', 'jett', 'phoenix', 'omen', 'cypher', 'jett', 'raze', 'sage', 'omen', 'cypher']"
825,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', 'Valo', 'Valo']","['omen', 'cypher', 'reyna', 'sova', 'sage', 'jett', 'cypher']"
826,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', 'Valo', 'Valo']","['reyna', 'sova', 'cypher', 'sage', 'omen', 'jett', 'cypher']"
833,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', 'FABR', 'FABR', 'FABR', 'FABR', 'FABR']","['sova', 'sage', 'omen', 'cypher', 'reyna', 'omen', 'cypher', 'sage', 'sage', 'sova']"
837,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya']","['sova', 'omen', 'reyna', 'cypher', 'sage']"
842,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya']","['reyna', 'sage', 'sova', 'cypher', 'omen']"
847,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', '2G4L', '2G4L', '2G4L', '2G4L', '2G4L']","['reyna', 'cypher', 'omen', 'sage', 'sova', 'cypher', 'raze', 'breach', 'brimstone', 'sage']"
848,"['Roya', 'Roya', 'Roya', 'Roya', 'Roya', '2G4L', '2G4L', '2G4L', '2G4L', '2G4L']","['omen', 'reyna', 'cypher', 'sage', 'sova', 'brimstone', 'raze', 'cypher', 'sage', 'breach']"
873,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'GEN', 'GEN', 'GEN', 'GEN', 'GEN']","['omen', 'raze', 'sova', 'cypher', 'killjoy', 'omen', 'sage', 'cypher', 'jett', 'omen']"
874,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'GEN', 'GEN', 'GEN', 'GEN', 'GEN']","['omen', 'raze', 'cypher', 'killjoy', 'sova', 'jett', 'sage', 'omen', 'omen', 'cypher']"
875,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'GEN', 'GEN', 'GEN', 'GEN', 'GEN']","['cypher', 'raze', 'sova', 'omen', 'killjoy', 'cypher', 'omen', 'omen', 'sage', 'jett']"
884,"['FB', 'FB', 'FB', 'FB', 'FB', 'Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['brimstone', 'jett', 'phoenix', 'sage', 'sova', 'cypher', 'omen', 'sova', 'breach', 'brimstone']"
885,"['FB', 'FB', 'FB', 'FB', 'FB', 'Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['phoenix', 'cypher', 'jett', 'brimstone', 'sage', 'omen', 'breach', 'raze', 'sova', 'cypher']"
